IUPAC Name,SMILE,solvent,type,SRP
10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,H2O,neutral,0.944
"N,N-dimethyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine-2-sulfonamide",CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,H2O,neutral,0.877
2-chlore-10-[3-(4-(2-hydrexyethyl)-1-piperazinyl)propyl]-phenothiazine,C(N1CCN(CC1)CCCN3C2=CC=CC=C2SC4=C3C=C(C=C4)[S](=O)(=O)N(C)C)CO,H2O,neutral,0.83
12H-benzo[a]phenothiazine,C1=CC=C2C(=C1)C=CC3=C2NC4=CC=CC=C4S3,H2O,neutral,0.633
12H-benzo[c]phenothiazine,C1=CC=C2C(=C1)C=CC4=C2SC3=CC=CC=C3N4,H2O,neutral,0.628
"13h-dibenzo[a,j]pheno-thiazine",C34C(CC1C(C2=C(C=C1)C=CC=C2)N3)C=CC5=C4C=CC=C5,H2O,neutral,0.544
"7h-dibenzo[c,h]pheno-thiazine",C15=C(C2=C(C=C1)C=CC=C2)SC3=C(C=CC4=C3C=CC=C4)N5,H2O,neutral,0.548
10h-phenothiazinesulfoxide,C13=C(C=CC=C1)[S-](C2=C(C=CC=C2)N3)[O+],H2O,neutral,0.8
7-hydroxychromen-2-one,C1=CC(=CC2=C1C=CC(=O)O2)O,H2O,neutral,0.315
"2-methylnaphthalene-1,4-diol",CC1=C(C2=CC=CC=C2C(=C1)O)O,H2O,neutral,0.19
"2-methyl-3-[(E)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione",CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,H2O,neutral,0.022
"1,2,5,8-tetrahydroxyanthracene-9,10-dione",C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,H2O,neutral,0.073
"3,4-dihydro-6-hydroxy-2,5,7,8-tetramethylbenzopyran-2-carboxylic acid",C1(=C(C(=C(C2=C1OC(CC2)(C)C(=O)O)C)O)C)C,H2O,neutral,0.192
"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H2O,neutral,0.079
"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H2O,neutral,0.048
"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H2O,neutral,-0.037
"6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione",C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,H2O,neutral,0.187
"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,H2O,neutral,0.282
(2R)-2-amino-3-sulfanylpropanoic acid,C([C@@H](C(=O)O)N)S,H2O,neutral,0.11
CWERGRDVMFNCDR-UHFFFAOYSA-N,C(C(=O)O)S,H2O,neutral,1.347
(2S)-2-amino-3-methyl-3-sulfanylbutanoic acid,CC(C)([C@H](C(=O)O)N)S,H2O,neutral,1.345
3-sulfanylpropanoic acid,C(CS)C(=O)O,H2O,neutral,1.359
"(2S,3S)-1,4-bis(sulfanyl)butane-2,3-diol",C([C@H]([C@@H](CS)O)O)S,H2O,neutral,1.752
"6,8-bis(sulfanyl)octanamide",C(CCC(=O)N)CC(CCS)S,H2O,neutral,1.7
"(2R,3S)-1,4-bis(sulfanyl)butane-2,3-diol",C([C@H]([C@H](CS)O)O)S,H2O,neutral,1.724
(methyldisulfanyl)methane,CSSC,H2O,neutral,1.391
5-[(3R)-dithiolan-3-yl]pentanoic acid,C1CSS[C@@H]1CCCCC(=O)O,H2O,neutral,1.13
"3-methyl-1,4-dihydropyrazol-5-one",CC1=NNC(=O)C1,H2O,neutral,0.39
"4-methyl-1,4-dihydropyrazol-5-one",CC1C=NNC1=O,H2O,neutral,0.32
"3,4-dimethyl-1,4-dihydropyrazol-5-one",CC1C(=NNC1=O)C,H2O,neutral,0.33
